Dataset,Accuracy,Acc. STD,F1,F1 STD
ToeSegmentation2,0.8892307692307693,0.015951108733329,0.7459537733221944,0.0400728454189664
Trace,1.0,0.0,1.0,0.0
TwoLeadECG,0.9190517998244074,0.0396028525186689,0.9117198613280992,0.0453246051245426
TwoPatterns,0.93865,0.0023377339455121,0.938326,0.0023835066603641
UMD,0.956942,0.006805907433987,0.95688,0.0068954912805397
UWaveGestureLibraryAll,0.92116,0.0040676922204119,0.92021,0.0040268945851611
UWaveGestureLibraryX,0.792964,0.0018840764315706,0.77476,0.0027444270804668
UWaveGestureLibraryY,0.698658,0.0042911369122879,0.689998,0.0046464024793381
UWaveGestureLibraryZ,0.73551,0.0044036394039475,0.722406,0.0058618584083889
Wafer,0.9928293316028552,0.0013099694508881,0.9959850590482572,0.0007340805795191
Wine,0.7851851851851852,0.0336405594899721,0.7402383555390031,0.0456086877097093
WordSynonyms,0.6300939999999999,0.009301261419829,0.495366,0.0119149966009227
WormsTwoClass,0.7246753246753247,0.0310060685358787,0.7542434576034847,0.0311523156353248
Worms,0.72727,0.0,0.6925160000000001,0.0091469242918043
Yoga,0.7444666666666666,0.0191610136591059,0.7696838437620792,0.0190438639657233
